Academic Year,RCDT,District Name,District City,% of Kindergartners Rated on Required 14 Measures,"In
0
Developmental Areas","In
1
Developmental Area","In
2
Developmental Areas","In
All 3
Developmental Areas",Social and Emotional Development,Language and Literacy Development
2019,28037224026,Galva CUSD 224,Galva,1,0.354839,0.193548,0.193548,0.258065,0.580645,0.483871
2019,24032072C04,Gardner CCSD 72C,Gardner,0.833333,0,0.133333,0.0666667,0.8,0.933333,0.866667
2019,34049037002,Gavin SD 37,Ingleside,0.583333,0.196429,0.321429,0.178571,0.303571,0.660714,0.571429
2019,20096014004,Geff CCSD 14,Geff,1,0.6,0.2,0,0.2,0.3,0.2
2019,07016133002,Gen George Patton SD 133,Riverdale,0.75,0.466667,0.133333,0.4,0,0.533333,0.4
2019,28037228026,Geneseo CUSD 228,Geneseo,0.96129,0.14094,0.114094,0.281879,0.463087,0.805369,0.704698
2019,31045304026,Geneva CUSD 304,Geneva,0.929204,0.244444,0.15873,0.161905,0.434921,0.685714,0.615873
2019,16019424026,Genoa Kingston CUSD 424,Genoa,1,0.256881,0.238532,0.183486,0.321101,0.678899,0.477064
2019,54092004026,Georgetown-Ridge Farm CUD 4,Georgetown,0.984375,0.460317,0.206349,0.174603,0.15873,0.460317,0.396825
2019,53102069002,Germantown Hills SD 69,Germantown Hills,0.978261,0.633333,0.111111,0.155556,0.1,0.266667,0.333333
2019,13014060002,Germantown SD 60,Germantown,1,0.26087,0.0869565,0.304348,0.347826,0.565217,0.73913
2019,30039130004,Giant City CCSD 130,Carbondale,1,0.65,0.25,0.1,0,0,0.35
2019,09027005026,Gibson City-Melvin-Sibley CUSD 5,Gibson City,1,0.421687,0.13253,0.168675,0.277108,0.518072,0.493976
2019,09010188004,Gifford CCSD 188,Gifford,1,0.0555556,0,0.277778,0.666667,0.888889,0.888889
2019,40056007026,Gillespie CUSD 7,Gillespie,0.875,0.0714286,0.242857,0.157143,0.528571,0.842857,0.685714
2019,19022041002,Glen Ellyn SD 41,Glen Ellyn,0.994987,0.151134,0.133501,0.216625,0.498741,0.753149,0.680101
2019,05016035002,Glencoe SD 35,Glencoe,0.981308,0.514286,0.257143,0.171429,0.0571429,0.352381,0.285714
2019,05016034004,Glenview CCSD 34,Glenview,0.979943,0.216374,0.307018,0.251462,0.225146,0.55848,0.634503
2019,05016067002,Golf ESD 67,Morton Grove,0.969697,0.609375,0.171875,0.109375,0.109375,0.234375,0.34375
2019,21044001026,Goreville CUD 1,Goreville,0.961538,0.34,0.1,0.06,0.5,0.64,0.54
2019,19022062002,Gower SD 62,Willowbrook,0.97561,0.175,0.175,0.2375,0.4125,0.7375,0.6625
2019,35050095004,Grand Ridge CCSD 95,Grand Ridge,1,0.181818,0.181818,0.0909091,0.545455,0.727273,0.727273
